,course_name,skill_label
14757,"Nachholen eines kaufmännischen Berufsabschlusses: Kauffrau/Kaufmann im Groß- und Außenhandel, Vorbereitung der Externen IHK Prüfung",planen
14758,"Nachholen eines kaufmännischen Berufsabschlusses: Kauffrau/Kaufmann im Groß- und Außenhandel, Vorbereitung der Externen IHK Prüfung",Geschäftsprozesse
14759,Rechnungswesen / Marketing für Existenzgründer/innen und Selbständige,Personalwesen
14760,Rechnungswesen / Marketing für Existenzgründer/innen und Selbständige,Vertragsrecht
14761,Rechnungswesen / Marketing für Existenzgründer/innen und Selbständige,Arbeitsrecht
14762,Rechnungswesen / Marketing für Existenzgründer/innen und Selbständige,Wettbewerbsrecht
14763,Rechnungswesen / Marketing für Existenzgründer/innen und Selbständige,Buchführung
14764,Rechnungswesen / Marketing für Existenzgründer/innen und Selbständige,Jahresabschluss
14765,Rechnungswesen mit Lexware und mehr,Personalwesen
14766,Rechnungswesen mit Lexware und mehr,Vertragsrecht
14767,Rechnungswesen mit Lexware und mehr,Arbeitsrecht
14768,Rechnungswesen mit Lexware und mehr,Wettbewerbsrecht
14769,Rechnungswesen mit Lexware und mehr,Buchführung
14770,Rechnungswesen mit Lexware und mehr,Jahresabschluss
14771,Technisch/gewerbliches Englisch - Business - Sprachkurse - Aufstiegsfortbildung mit möglicher LCCI Prüfung,Englisch
14772,Technisch/gewerbliches Englisch - Business - Sprachkurse - Aufstiegsfortbildung mit möglicher LCCI Prüfung,Kommunikation
14773,Technisch/gewerbliches Englisch - Business - Sprachkurse - Aufstiegsfortbildung mit möglicher LCCI Prüfung,Grammatik
14774,Technisch/gewerbliches Englisch - Business - Sprachkurse - Aufstiegsfortbildung mit möglicher LCCI Prüfung,Energie
14775,Adobe Illustrator CC,Adobe Illustrator
14776,Adobe Illustrator CC,Typografie
14777,Adobe Illustrator CC,auf Details achten
14778,Adobe InDesign,Waren verpacken
14779,Adobe InDesign,Typografie
14780,Adobe InDesign,Fotos machen
14781,C++ Programmieren,C++
14782,Dreamweaver,Kommunikation
14783,Dreamweaver,CSS
14784,Dreamweaver,JavaScript
14785,Enterprise Administrator Expert Microsoft 365,planen
14786,Enterprise Administrator Expert Microsoft 365,Migration
14787,Enterprise Administrator Expert Microsoft 365,Dritte evaluieren
14788,Modern Desktop Administrator Associate MD-100 & MD-101 - Vorbereitung auf die ZertifizierungPrüfung,Waren sichern
14789,Modern Desktop Administrator Associate MD-100 & MD-101 - Vorbereitung auf die ZertifizierungPrüfung,öffentliches Recht
14790,Modern Desktop Administrator Associate MD-100 & MD-101 - Vorbereitung auf die ZertifizierungPrüfung,Betriebssysteme
14791,MS-100 Microsoft 365 Identität und Service,planen
14792,MS-100 Microsoft 365 Identität und Service,Migration
14793,Photoshop - digitale Bildbearbeitung,Bildbearbeitungsprogramm
14794,PHP Programmierung,PHP
14795,PHP Programmierung,PHP
14796,Suchmaschinen Optimierung SEO,Suchmaschinen
14797,Typo3 für Redakteure,auf Details achten
14798,Typo3 für Redakteure,Fotos machen
14799,VB.NET Visual Basic Programmierung,Visual Basic
14800,Webmaster,JavaScript
14801,Webmaster,PHP
14802,Webmaster,MySQL
14803,Webmaster,Suchmaschinenoptimierung
14804,Windows 10 Installation & Konfiguration MD-100 ,Waren sichern
14805,Windows 10 Installation & Konfiguration MD-100 ,öffentliches Recht
14806,Weiterbildung Erlebnispädagogik,Kommunikation
14807,Weiterbildung Erlebnispädagogik,Teambildung
14808,Weiterbildung Erlebnispädagogik,Pädagogik
14809,Weiterbildung Erlebnispädagogik,Reflexion
14810,Weiterbildungsberatung (Test),Beratung
14811,Weiterbildungsberatung (Test),Datenschutz
14812,Qualifizierung für Kinderschutzfachkräfte,Kinderschutz
14813,Qualifizierung für Kinderschutzfachkräfte,Reflexion
14814,Qualifizierung für Kinderschutzfachkräfte,Beratung
14815,Qualifizierung für Kinderschutzfachkräfte,Erste Hilfe
14816,Qualifizierung für Kinderschutzfachkräfte,öffentliches Recht
14817,First Class Empfang (Offenes Seminar),Prägen
14818,First Class Empfang (Offenes Seminar),andere führen
14819,Seminar für Auszubildende zum Ausbildungsstart,Kommunikation
14820,Seminar für Auszubildende zum Ausbildungsstart,Verantwortung übernehmen
14821,Future Camp Workcamps für Jugendliche zur Berufs- und Studienorientierung,Strom
14822,Future Camp Workcamps für Jugendliche zur Berufs- und Studienorientierung,Energie
14823,Future Camp Workcamps für Jugendliche zur Berufs- und Studienorientierung,Chemie
14824,Deutsch Sekundarstufe I,Deutsch
14825,Englisch Sekundarstufe I,Englisch
14826,"Integrative Lerntherapie (modular, auch einzeln buchbar)",Literatur
14827,"Integrative Lerntherapie (modular, auch einzeln buchbar)",Pädagogik
14828,"Integrative Lerntherapie (modular, auch einzeln buchbar)",Psychologie
14829,"Integrative Lerntherapie (modular, auch einzeln buchbar)",Deutsch
14830,"Integrative Lerntherapie (modular, auch einzeln buchbar)",Mathematik
14831,Psychologie Sekundarstufe II,Psychologie
14832,Schul- und Bildungsmanagement (Master of Arts),Personalmanagement
14833,CNC - Drehen - Fräsen - Zerspanung - Metalltechnik - Messtechnik,Messtechnik
14834,CNC - Drehen - Fräsen - Zerspanung - Metalltechnik - Messtechnik,Mechatronik
14835,CNC - Drehen - Fräsen - Zerspanung - Metalltechnik - Messtechnik,Messtechnik
14836,CNC - Drehen - Fräsen - Zerspanung - Metalltechnik - Messtechnik,Mechatronik
14837,Coaching individuell (Einzelcoaching),Arbeitsmarkt
14838,Coaching individuell (Einzelcoaching),Beratung
14839,Coaching individuell (Einzelcoaching),Arbeitsmarkt
14840,Coaching individuell (Einzelcoaching),Beratung
14841,Coaching individuell (Einzelcoaching),Arbeitsmarkt
14842,Coaching individuell (Einzelcoaching),Beratung
14843,Eignungsfeststellung - offen - mit erhöhtem Anteil an fachpraktischen Übungen im Chemiebereich,Chemie
14844,Eignungsfeststellung im gewerblich-technischen Bereich,Elektrotechnik
14845,Eignungsfeststellung im gewerblich-technischen Bereich,Elektrotechnik
14846,Eignungsfeststellung im gewerblich-technischen Bereich ,Elektrotechnik
14847,Elektro - Automatisierungstechnik - Hydraulik / Pneumatik / Speicherprogrammierbare Steuerung SPS S7,Automatisierungstechnik
14848,Elektro - Automatisierungstechnik - Hydraulik / Pneumatik / Speicherprogrammierbare Steuerung SPS S7,Hydraulik
14849,Elektro - Automatisierungstechnik - Hydraulik / Pneumatik / Speicherprogrammierbare Steuerung SPS S7,Pneumatik
14850,Elektro - Automatisierungstechnik - Hydraulik / Pneumatik / Speicherprogrammierbare Steuerung SPS S7,speicherprogrammierbare Steuerung
14851,Elektro - Automatisierungstechnik - Hydraulik / Pneumatik / Speicherprogrammierbare Steuerung SPS S7,Elektrotechnik
14852,Elektro - Automatisierungstechnik - Hydraulik / Pneumatik / Speicherprogrammierbare Steuerung SPS S7,Steuerungstechnik
14853,Fachkraft für Metalltechnik - Abschluss IHK ,Werkzeugmaschinen
14854,Führerscheinausbildung D (Bus) - einschließlich Grundqualifikation (BKrFQG),Internationales Recht
14855,Führerscheinausbildung D (Bus) - einschließlich Grundqualifikation (BKrFQG),Erste Hilfe
14856,Führerscheinausbildung D (Bus) - einschließlich Grundqualifikation (BKrFQG),Kommunikation
14857,Individuelles Einzel-Coaching,Arbeitsmarkt
14858,Individuelles Einzel-Coaching,Arbeitsmarkt
14859,Individuelles Einzel-Coaching,Arbeitsmarkt
14860,Individuelles Einzel-Coaching intensiv,Arbeitsmarkt
14861,Individuelles Einzel-Coaching intensiv,Arbeitsmarkt
14862,Individuelles Einzel-Coaching intensiv,Arbeitsmarkt
14863,Kettensägekurs / Freischneider,Inbetriebnahme
14864,Kettensägekurs / Freischneider,persönliche Schutzausrüstung
14865,Kettensägekurs / Freischneider,Schutzausrüstung
14866,Kraftfahrer im Güternah- und fernverkehr (modular),Gefahrgutverordnungen
14867,Kraftfahrer im Güternah- und fernverkehr (modular),Logistik
14868,Kraftfahrer im Güternah- und fernverkehr (modular),Kommunikation
14869,Kraftfahrer im Güternah- und fernverkehr (modular),planen
14870,Kraftfahrer im Güternah- und fernverkehr (modular),Gefahrgutverordnungen
14871,Kraftfahrer im Güternah- und fernverkehr (modular),Logistik
14872,Kraftfahrer im Güternah- und fernverkehr (modular),Kommunikation
14873,Lager / Logistik (modular),planen
14874,Lager / Logistik (modular),Logistik
14875,Lager / Logistik (modular),Logistik
14876,Lager / Logistik (modular),Logistik
14877,Umschulung Elektroanlagenmonteur/in,elektrische Maschinen
14878,Umschulung Elektroniker - Fachrichtung Betriebs- und Automatisierungstechnik,Automatisierungstechnik
14879,Umschulung Elektroniker - Fachrichtung Betriebs- und Automatisierungstechnik,Kommunikation
14880,Umschulung Elektroniker - Fachrichtung Betriebs- und Automatisierungstechnik,Inbetriebnahme
14881,Umschulung Industriemechaniker FR Produktionstechnik mit IHK Abschluss,planen
14882,Umschulung Industriemechaniker FR Produktionstechnik mit IHK Abschluss,Steuerungstechnik
14883,Umschulung Industriemechaniker FR Produktionstechnik mit IHK Abschluss,planen
14884,Umschulung Industriemechaniker FR Produktionstechnik mit IHK Abschluss,Steuerungstechnik
14885,Umschulung Industriemechaniker FR Produktionstechnik mit IHK Abschluss,planen
14886,Umschulung Industriemechaniker FR Produktionstechnik mit IHK Abschluss,Steuerungstechnik
14887,Umschulung Karosserie- und Fahrzeugbaumechaniker - Fachrichtung Karosserieinstandhaltungstechnik,Vermessung
14888,Umschulung zum/zur Zerspanungsmechaniker/in mit erhöhtem CNC-Anteil,Fertigungsverfahren
14889,Umschulung zum/zur Zerspanungsmechaniker/in mit erhöhtem CNC-Anteil,Metallverarbeitung
14890,Umschulung zum/zur Zerspanungsmechaniker/in mit erhöhtem CNC-Anteil,Fertigungsverfahren
14891,Umschulung zum/zur Zerspanungsmechaniker/in mit erhöhtem CNC-Anteil,Metallverarbeitung
14892,Umschulung zum/zur Zerspanungsmechaniker/in mit erhöhtem CNC-Anteil,Fertigungsverfahren
14893,Umschulung zum/zur Zerspanungsmechaniker/in mit erhöhtem CNC-Anteil,Metallverarbeitung
14894,Umschulung zur Fachkraft für Metalltechnik - Abschluss IHK,Werkzeugmaschinen
14895,Umschulung zur Fachkraft für Metalltechnik - Abschluss IHK,Werkzeugmaschinen
14896,Internationaler Schweißer modulare Anpassungs- und Qualifizierungsmaßnahme (weltweit anerkanntes Schweißer-Diplom) ,Internationales Recht
14897,Schweißaufsichtsperson Internationaler Schweißfachmann - Teilzeitlehrgang (International Welding Specialist),Internationales Recht
14898,Schweißaufsichtsperson Internationaler Schweißfachmann - Teilzeitlehrgang (International Welding Specialist),Deutsch
14899,Schweißaufsichtsperson Internationaler Schweißfachmann -Vollzeit (International Welding Specialist),Internationales Recht
14900,Schweißaufsichtsperson Internationaler Schweißfachmann -Vollzeit (International Welding Specialist),Deutsch
14901,Besser und Gesund führen - Führungstraining,andere führen
14902,Frauenpower - Selbstbewusstsein mit Hilfe von Pferden entwickeln,Erste Hilfe
14903,Frauenpower - Selbstbewusstsein mit Hilfe von Pferden entwickeln,auf Details achten
14904,Frauenpower - Selbstbewusstsein mit Hilfe von Pferden entwickeln,Kommunikation
14905,Frauenpower - Selbstbewusstsein mit Hilfe von Pferden entwickeln,andere führen
14906,Persönlichkeitstraining mit Pferden,auf Details achten
14907,Persönlichkeitstraining mit Pferden,Kommunikation
14908,Persönlichkeitstraining mit Pferden,andere führen
14909,Pferdeflüstern für Führungskräfte - Führungstraining mit Pferden,andere führen
14910,Pferdeflüstern für Führungskräfte - Führungstraining mit Pferden,Kommunikation
14911,Pferdeflüstern für Führungskräfte - Führungstraining mit Pferden,auf Details achten
14912,Touch for Health 1 - Gesund durch Berühren,Deutsch
14913,Touch for Health 1 - Gesund durch Berühren,Medizin
14914,Touch for Health 1 - Gesund durch Berühren,Akupressur
14915,Touch for Health 1 - Gesund durch Berühren,Kinesiologie
14916,Touch for Health 1 - Gesund durch Berühren,Präventivmedizin
14917,Touch for Health 1 - Gesund durch Berühren,Physiotherapie
14918,Touch for Health 1 - Gesund durch Berühren,R
14919,Touch for Health 1 - Gesund durch Berühren,Energie
14920,Touch for Health 1 - Gesund durch Berühren,Ernährung
14921,Touch for Health 2 - Gesund durch Berühren,Deutsch
14922,Touch for Health 2 - Gesund durch Berühren,Medizin
14923,Touch for Health 2 - Gesund durch Berühren,Akupressur
14924,Touch for Health 2 - Gesund durch Berühren,Kinesiologie
14925,Touch for Health 2 - Gesund durch Berühren,Präventivmedizin
14926,Touch for Health 2 - Gesund durch Berühren,Physiotherapie
14927,Touch for Health 2 - Gesund durch Berühren,R
14928,Touch for Health 2 - Gesund durch Berühren,Energie
14929,Touch for Health 3 - Gesund durch Berühren,Deutsch
14930,Touch for Health 3 - Gesund durch Berühren,Medizin
14931,Touch for Health 3 - Gesund durch Berühren,Akupressur
14932,Touch for Health 3 - Gesund durch Berühren,Kinesiologie
14933,Touch for Health 3 - Gesund durch Berühren,Präventivmedizin
14934,Touch for Health 3 - Gesund durch Berühren,Physiotherapie
14935,Touch for Health 3 - Gesund durch Berühren,R
14936,Touch for Health 3 - Gesund durch Berühren,Energie
14937,Touch for Health 3 - Gesund durch Berühren,andere führen
14938,Touch for Health 4 - Gesund durch Berühren,Deutsch
14939,Touch for Health 4 - Gesund durch Berühren,Medizin
14940,Touch for Health 4 - Gesund durch Berühren,Akupressur
14941,Touch for Health 4 - Gesund durch Berühren,Kinesiologie
14942,Touch for Health 4 - Gesund durch Berühren,Präventivmedizin
14943,Touch for Health 4 - Gesund durch Berühren,Physiotherapie
14944,Touch for Health 4 - Gesund durch Berühren,R
14945,Touch for Health 4 - Gesund durch Berühren,Energie
14946,Touch for Health 4 - Gesund durch Berühren,andere führen
14947,Erste Hilfe - Fortbildung in Bildungs- und Betreuungseinrichtungen für Kinder,Erste Hilfe
14948,Erste Hilfe - Fortbildung in Bildungs- und Betreuungseinrichtungen für Kinder,Erste Hilfe
14949,Erste Hilfe Ausbildung,Erste Hilfe
14950,Erste Hilfe Ausbildung,Erste Hilfe
14951,Erste Hilfe Fortbildung,Erste Hilfe
14952,Erste Hilfe Fortbildung,Erste Hilfe
14953,Fisat Lehrgang SZP 3: Seilzugangstechnik Level 3 - Aufsichtsführender Höhenarbeiter,Hilfsgeräte
14954,"Grundlehrgang zur Anwendung von PSA gegen Absturz nach DGUV Regel 112-198,199",persönliche Schutzausrüstung
14955,"Grundlehrgang zur Anwendung von PSA gegen Absturz nach DGUV Regel 112-198,199",Schutzausrüstung
14956,Sachkundeschulung für PSA gegen Absturz gem. DGUV Grundsatz 312-906 (Lehrgang zur PSA-Prüfung),persönliche Schutzausrüstung
14957,Sachkundeschulung für PSA gegen Absturz gem. DGUV Grundsatz 312-906 (Lehrgang zur PSA-Prüfung),Schutzausrüstung
14958,"Betreuungs- und Pflegeassistent:in, inkl.Altenpflegehelfer:in",Beratung
14959,"Betreuungs- und Pflegeassistent:in, inkl.Altenpflegehelfer:in",Kommunikation
14960,Fachkraft für Arbeitssicherheit sowie Sicherheits- und Gesundheitsschutzkoordinator,andere beraten
14961,Industriefertiger Metall 2.0 - modular,andere führen
14962,Industriefertiger Metall 2.0 - modular,Pneumatik
14963,Industriefertiger Metall 2.0 - modular,Hydraulik
14964,Industriefertiger Metall 2.0 - modular,Kunststoffe
14965,Schweißen - Schweißverfahren nach DVS perszert - modular,Schweißverfahren
14966,Erzieherin/ Erzieher (Vollzeit und berufsbegleitend),Erste Hilfe
14967,Erzieherin/ Erzieher (Vollzeit und berufsbegleitend),Deutsch
14968,Erzieherin/ Erzieher (Vollzeit und berufsbegleitend),Kommunikation
14969,Erzieherin/ Erzieher (Vollzeit und berufsbegleitend),Englisch
14970,Erzieherin/ Erzieher (Vollzeit und berufsbegleitend),Biologie
14971,Erzieherin/ Erzieher (Vollzeit und berufsbegleitend),planen
14972,Erzieherin/ Erzieher (Vollzeit und berufsbegleitend),Dritte evaluieren
14973,Erzieherin/ Erzieher (Vollzeit und berufsbegleitend),Waren sichern
14974,Heilerziehungspflegerin/ Heilerziehungspfleger (berufsbegleitend),Deutsch
14975,Heilerziehungspflegerin/ Heilerziehungspfleger (berufsbegleitend),Kommunikation
14976,Heilerziehungspflegerin/ Heilerziehungspfleger (berufsbegleitend),Englisch
14977,Heilerziehungspflegerin/ Heilerziehungspfleger (berufsbegleitend),Biologie
14978,Heilerziehungspflegerin/ Heilerziehungspfleger (berufsbegleitend),planen
14979,Heilerziehungspflegerin/ Heilerziehungspfleger (berufsbegleitend),Dritte evaluieren
14980,Heilerziehungspflegerin/ Heilerziehungspfleger (berufsbegleitend),Waren sichern
14981,Pflegefachfrau/-mann (Vollzeit),planen
14982,Pflegefachfrau/-mann (Vollzeit),Dritte evaluieren
14983,Staatlich anerkannte/r Sozialassistentin/ Sozialassistent,R
14984,Staatlich anerkannte/r Sozialassistentin/ Sozialassistent,Deutsch
14985,Staatlich anerkannte/r Sozialassistentin/ Sozialassistent,Englisch
14986,Staatlich anerkannte/r Sozialassistentin/ Sozialassistent,Mathematik
14987,Staatlich anerkannte/r Sozialassistentin/ Sozialassistent,Biologie
14988,Staatlich anerkannte/r Erzieher/in (tätigkeitsbegleitend),R
14989,Staatlich anerkannte/r Erzieher/in (Vollzeit),R
14990,Fachoberschule für Gestaltung - einjährig,Kunstgeschichte
14991,Fachoberschule für Gestaltung - einjährig,Deutsch
14992,Fachoberschule für Gestaltung - einjährig,Englisch
14993,Fachoberschule für Gestaltung - einjährig,Mathematik
14994,Fachoberschule für Gestaltung - einjährig,Biologie
14995,Gestaltungstechnische Assistentin / Gestaltungstechnischer Assistent (GTA) Schwerpunkt: Medien und Kommunikation,Kommunikation
14996,Gestaltungstechnische Assistentin / Gestaltungstechnischer Assistent (GTA) Schwerpunkt: Medien und Kommunikation,Fotografie
14997,Gestaltungstechnische Assistentin / Gestaltungstechnischer Assistent (GTA) Schwerpunkt: Medien und Kommunikation,Typografie
14998,Gestaltungstechnische Assistentin / Gestaltungstechnischer Assistent (GTA) Schwerpunkt: Medien und Kommunikation,Drucktechniken
14999,Kaufmännische Assistentin / Kaufmännischer Assistent (KMA) Schwerpunkt: Bürowirtschaft / Medienwirtschaft bzw. Informationsverarbeitung,Kommunikation
15000,Kaufmännische Assistentin / Kaufmännischer Assistent (KMA) Schwerpunkt: Bürowirtschaft / Medienwirtschaft bzw. Informationsverarbeitung,Internationales Recht
15001,Kaufmännische Assistentin / Kaufmännischer Assistent (KMA) Schwerpunkt: Bürowirtschaft / Medienwirtschaft bzw. Informationsverarbeitung,andere führen
15002,Kaufmännische Assistentin / Kaufmännischer Assistent (KMA) Schwerpunkt: Bürowirtschaft / Medienwirtschaft bzw. Informationsverarbeitung,Deutsch
15003,Kaufmännische Assistentin / Kaufmännischer Assistent (KMA) Schwerpunkt: Bürowirtschaft / Medienwirtschaft bzw. Informationsverarbeitung,Englisch
15004,Aktuelles Gefahrgutrecht - Lausitzer Gefahrguttag 2022 - 1280,andere beraten
15005,"Bedienberechtigung für Bagger bis 6,5 t und Radlader bis 7,5 t - 6131",Hydraulik
15006,"Bedienberechtigung für Bagger bis 6,5 t und Radlader bis 7,5 t - 6131",Pneumatik
15007,Bedienberechtigung Gabelstapler,Waren stapeln
15008,Bedienberechtigung Hubarbeitsbühne - 6151,Inbetriebnahme
15009,EU Berufskraftfahrer WB - gemäß BKrFQG,Notfälle
15010,EU Berufskraftfahrer WB - gemäß BKrFQG,Notfälle
15011,EU Berufskraftfahrer WB - gemäß BKrFQG,Notfälle
15012,Führerschein Klasse C/CE,Datenschutz
15013,Führerschein Klasse C/CE,Straßenverkehrsrecht
15014,Führerschein Klasse D  (Voraussetzung Klasse B mehr als 2 Jahre),Internationales Recht
15015,Gefahrgutbeauftragte - Fortbildung ADR 1262,andere beraten
15016,Gefahrgutbeauftragte - Fortbildung ADR/RID 1264,andere beraten
15017,Gefahrgutbeauftragte - Verkehrsträger Binnenschiff ADN 1230,andere beraten
15018,Gefahrgutbeauftragte - Verkehrsträger Binnenschiff ADN 1230,Bauvorschriften
15019,Gefahrgutbeauftragte - Verkehrsträger Binnenschiff ADN 1230,andere beraten
15020,Gefahrgutbeauftragte - Verkehrsträger Eisenbahn RID - 1220,Bauvorschriften
15021,Gefahrgutbeauftragte - Verkehrsträger Eisenbahn RID - 1220,andere beraten
15022,Gefahrgutbeauftragte - Verkehrsträger Eisenbahn RID - 1220,andere beraten
15023,Gefahrgutbeauftragte - Verkehrsträger Seeschiff IMDG 1240,andere beraten
15024,Gefahrgutbeauftragte - Verkehrsträger Seeschiff IMDG 1240,andere beraten
15025,Gefahrgutbeauftragte - Verkehrsträger Straße 1210,andere beraten
15026,Gefahrgutbeauftragte - Verkehrsträger Straße 1210,andere beraten
15027,Geprüfte Ladungssicherung VDI 2700 a - 4142,sich selbst darstellen
15028,Geprüfte Ladungssicherung VDI 2700 a Auffrischung - 4143,sich selbst darstellen
15029,Kontrollgerät und Auswertung für Verantwortliche (Unternehmer - Fuhrparkleiter) - 4134,andere unterweisen
15030,Kontrollgeräte für Fahrer im Linien- und Gelegenheitsverkehr - 4133,Internationales Recht
15031,Kontrollgeräte für Fahrer im Linien- und Gelegenheitsverkehr - 4133,Internationales Recht
15032,Ladungssicherung DVR / GSV - 4145,sich selbst darstellen
15033,Ladungssicherung in Containern (CTU) - 4144,Waren sichern
15034,Ladungssicherung in Transportern - 4147,Waren sichern
15035,Ladungssicherung in Transportern - 4147,sich selbst darstellen
15036,Verkehrssicherung bei Abschlepparbeiten - 4125,Waren sichern
15037,Verkehrssicherung für Containerdienste - 4124,öffentliches Recht
15038,Vorbereitung auf die Fachkundeprüfung Güterkraftverkehr,andere führen
15039,Vorbereitung auf die Fachkundeprüfung Güterkraftverkehr,Gewerberecht
15040,Vorbereitung auf die Fachkundeprüfung Güterkraftverkehr,Straßenverkehrsrecht
15041,Vorbereitung auf die Fachkundeprüfung Güterkraftverkehr,Steuerrecht
15042,Vorbereitung auf die Fachkundeprüfung Güterkraftverkehr,Versicherungsrecht
15043,Vorbereitung auf die Fachkundeprüfung Güterkraftverkehr,Buchführung
15044,Vorbereitung auf die Fachkundeprüfung Straßenpersonenverkehr,andere führen
15045,Vorbereitung auf die Fachkundeprüfung Straßenpersonenverkehr,Gewerberecht
15046,Vorbereitung auf die Fachkundeprüfung Straßenpersonenverkehr,Straßenverkehrsrecht
15047,Vorbereitung auf die Fachkundeprüfung Straßenpersonenverkehr,Steuerrecht
15048,Vorbereitung auf die Fachkundeprüfung Straßenpersonenverkehr,Versicherungsrecht
15049,Vorbereitung auf die Fachkundeprüfung Straßenpersonenverkehr,Buchführung
15050,Vorbereitung auf die Fachkundeprüfung Taxi und Mietwagenverkehr ,Versicherungsrecht
15051,Vorbereitung auf die Fachkundeprüfung Taxi und Mietwagenverkehr ,Straßenverkehrsrecht
15052,Weiterbildung der Ausbilder in der Berufskraftfahrerqualifikation ,Internationales Recht
15053,Weiterbildung der Ausbilder in der Berufskraftfahrerqualifikation ,Erwachsenenbildung
15054,Tag der Direktvermarktung und des Ernährungshandwerks,Politik
15055,Tag des Ländlichen Tourismus,öffentliches Recht
15056,Internationaler Schweißer - Modulare Anpassungs- und Qualifizierungsmaßnahme,Internationales Recht
15057,"""Ich weiß, was ich kann!"" Kompetenzanalyse-Workshop mittels ProfilPASS",Reflexion
15058,Aktzeichnen und Aktmalen für alle,R
15059,"Autogenes Training (Grundkurs, gefördert nach §20 SGB V)",Erste Hilfe
15060,"Autogenes Training (Grundkurs, gefördert nach §20 SGB V)",andere führen
15061,"Autogenes Training (Grundkurs, gefördert nach §20 SGB V)",Reflexion
15062,BeautyCoach - Durch innere Schönheit - zu mehr Ausstrahlung und Selbstbewusstsein ,Ästhetik
15063,BeautyCoach - Durch innere Schönheit - zu mehr Ausstrahlung und Selbstbewusstsein ,andere führen
15064,BeautyCoach - Durch innere Schönheit - zu mehr Ausstrahlung und Selbstbewusstsein ,Erste Hilfe
15065,Bindetechniken - Sich und andere verschönern - durch Tücher und Schals,Klebstoffe
15066,Bindetechniken - Sich und andere verschönern - durch Tücher und Schals,Bindetechniken
15067,Bindetechniken - Sich verschönern - durch Tücher und Schals (Kreativ-Workshop mit 30 Knoten),Bindetechniken
15068,"BodyCoaching ""Sich jünger fühlen und jünger aussehen""",Kommunikation
15069,"BodyCoaching ""Sich jünger fühlen und jünger aussehen""",R
15070,"BodyCoaching ""Sich jünger fühlen und jünger aussehen""",Energie
15071,"BodyCoaching ""Sich jünger fühlen und jünger aussehen""",Strom
15072,"Coaching mit kunsttherapeutischen Mitteln ""Wenn Sprache nicht mehr weiter hilft.""",andere führen
15073,"Coaching mit kunsttherapeutischen Mitteln ""Wenn Sprache nicht mehr weiter hilft.""",Reflexion
15074,ColorCoaching - Mittels Farben Lösungswege zeigen,Psychologie
15075,ColorCoaching - Mittels Farben Lösungswege zeigen,R
15076,ColorSensitivityTraining,Beratung
15077,ColorSensitivityTraining,Modelle erstellen
15078,Die Farben meiner Persönlichkeit. Mit Kunsttherapie und Fantasie die eigene Persönlichkeit stärken.,andere führen
15079,KniggeTrainer (Basic) ,Körpersprache
15080,Kompetent präsentieren - professionell überzeugen ,andere führen
15081,Kompetent präsentieren - professionell überzeugen ,Kommunikation
15082,Kompetent präsentieren - professionell überzeugen ,sich selbst darstellen
15083,Make-up-Stylist/ Visagist (Basis),Morphologie
15084,Make-up-Stylist/ Visagist (Basis),R
15085,StylingCoach,andere beraten
15086,StylingCoach,Haar
15087,Verkaufstraining - Mit allen Sinnen Kunden gewinnen,Psychologie
15088,Das steuerliche Kindergeld - Workshop & Jahresupdate ,Statistik
15089,Das steuerliche Kindergeld - Workshop & Jahresupdate ,Verfahrensrecht
15090,Das steuerliche Kindergeld - Workshop & Jahresupdate ,R
15091,Einführung in das Urlaubsrecht der Beamten,sich selbst darstellen
15092,Urlaubsrecht im TVöD und TV-L,öffentliches Recht
15093,"Business Englisch - Sprachkurse für Führungspersonal (Einzel-, Gruppenunterricht oder als Firmenschulung)",Englisch
15094,"Business Englisch - Sprachkurse für Führungspersonal (Einzel-, Gruppenunterricht oder als Firmenschulung)",Internationales Recht
15095,"Business Englisch - Sprachkurse für Führungspersonal (Einzel-, Gruppenunterricht oder als Firmenschulung)",Kommunikation
15096,Einzelunterricht - Business-Sprachkurse alle Niveaustufen,Englisch
15097,Einzelunterricht - Business-Sprachkurse alle Niveaustufen,Pädagogik
15098,Einzelunterricht - Business-Sprachkurse alle Niveaustufen,andere führen
15099,Einzelunterricht - Business-Sprachkurse alle Niveaustufen,Spanisch
15100,Einzelunterricht - Business-Sprachkurse alle Niveaustufen,Italienisch
15101,Einzelunterricht - Business-Sprachkurse alle Niveaustufen,Russisch
15102,Einzelunterricht - Business-Sprachkurse alle Niveaustufen,Deutsch
15103,"Englisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Englisch
15104,"Englisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Internationales Recht
15105,"Französisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Internationales Recht
15106,"Intensivsprachkurse - Englisch, Business-Englisch, Französisch, Spanisch, Italienisch, alle Niveaustufen A1-C2",Englisch
15107,"Intensivsprachkurse - Englisch, Business-Englisch, Französisch, Spanisch, Italienisch, alle Niveaustufen A1-C2",Spanisch
15108,"Intensivsprachkurse - Englisch, Business-Englisch, Französisch, Spanisch, Italienisch, alle Niveaustufen A1-C2",Italienisch
15109,"Intensivsprachkurse - Englisch, Business-Englisch, Französisch, Spanisch, Italienisch, alle Niveaustufen A1-C2",Internationales Recht
15110,"Italienisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Italienisch
15111,"Italienisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Internationales Recht
